Maximum,60.2,@,No.1980,,,,,,
732,40.8,gf,1.165,mm,OK,--,3:15:22 PM,4/11/2026,
733,41.1,gf,1.166,mm,OK,--,3:15:22 PM,4/11/2026,
734,41.4,gf,1.168,mm,OK,--,3:15:22 PM,4/11/2026,
735,41.7,gf,1.169,mm,OK,--,3:15:22 PM,4/11/2026,
736,41.8,gf,1.171,mm,OK,--,3:15:22 PM,4/11/2026,
737,41.3,gf,1.173,mm,OK,--,3:15:22 PM,4/11/2026,
738,41.3,gf,1.174,mm,OK,--,3:15:22 PM,4/11/2026,
739,41.9,gf,1.176,mm,OK,--,3:15:22 PM,4/11/2026,
740,41.4,gf,1.177,mm,OK,--,3:15:22 PM,4/11/2026,
741,42.2,gf,1.179,mm,OK,--,3:15:22 PM,4/11/2026,
742,41.6,gf,1.180,mm,OK,--,3:15:22 PM,4/11/2026,
743,42.2,gf,1.182,mm,OK,--,3:15:22 PM,4/11/2026,
744,42.0,gf,1.184,mm,OK,--,3:15:22 PM,4/11/2026,
745,41.4,gf,1.185,mm,OK,--,3:15:22 PM,4/11/2026,
746,42.2,gf,1.187,mm,OK,--,3:15:22 PM,4/11/2026,
747,41.8,gf,1.188,mm,OK,--,3:15:22 PM,4/11/2026,
748,41.8,gf,1.190,mm,OK,--,3:15:22 PM,4/11/2026,
749,42.4,gf,1.192,mm,OK,--,3:15:22 PM,4/11/2026,
750,42.0,gf,1.193,mm,OK,--,3:15:22 PM,4/11/2026,
751,41.3,gf,1.195,mm,OK,--,3:15:22 PM,4/11/2026,
752,42.1,gf,1.196,mm,OK,--,3:15:22 PM,4/11/2026,
753,42.4,gf,1.198,mm,OK,--,3:15:22 PM,4/11/2026,
754,41.8,gf,1.200,mm,OK,--,3:15:22 PM,4/11/2026,
755,41.5,gf,1.201,mm,OK,--,3:15:22 PM,4/11/2026,
756,42.3,gf,1.203,mm,OK,--,3:15:22 PM,4/11/2026,
757,41.7,gf,1.204,mm,OK,--,3:15:22 PM,4/11/2026,
758,41.7,gf,1.206,mm,OK,--,3:15:22 PM,4/11/2026,
759,41.6,gf,1.208,mm,OK,--,3:15:22 PM,4/11/2026,
760,41.9,gf,1.209,mm,OK,--,3:15:22 PM,4/11/2026,
761,41.8,gf,1.211,mm,OK,--,3:15:22 PM,4/11/2026,
762,41.7,gf,1.212,mm,OK,--,3:15:22 PM,4/11/2026,
763,42.0,gf,1.214,mm,OK,--,3:15:22 PM,4/11/2026,
764,42.8,gf,1.215,mm,OK,--,3:15:22 PM,4/11/2026,
765,42.6,gf,1.217,mm,OK,--,3:15:22 PM,4/11/2026,
766,42.2,gf,1.219,mm,OK,--,3:15:22 PM,4/11/2026,
767,42.6,gf,1.220,mm,OK,--,3:15:22 PM,4/11/2026,
768,42.0,gf,1.222,mm,OK,--,3:15:22 PM,4/11/2026,
769,42.9,gf,1.223,mm,OK,--,3:15:22 PM,4/11/2026,
770,42.3,gf,1.225,mm,OK,--,3:15:22 PM,4/11/2026,
771,42.2,gf,1.227,mm,OK,--,3:15:22 PM,4/11/2026,
772,43.0,gf,1.228,mm,OK,--,3:15:22 PM,4/11/2026,
773,42.3,gf,1.230,mm,OK,--,3:15:22 PM,4/11/2026,
774,42.7,gf,1.231,mm,OK,--,3:15:22 PM,4/11/2026,
775,43.0,gf,1.233,mm,OK,--,3:15:22 PM,4/11/2026,
776,42.5,gf,1.235,mm,OK,--,3:15:22 PM,4/11/2026,
777,42.3,gf,1.236,mm,OK,--,3:15:22 PM,4/11/2026,
778,42.5,gf,1.238,mm,OK,--,3:15:22 PM,4/11/2026,
779,43.1,gf,1.239,mm,OK,--,3:15:22 PM,4/11/2026,
780,42.4,gf,1.241,mm,OK,--,3:15:22 PM,4/11/2026,
781,42.4,gf,1.242,mm,OK,--,3:15:22 PM,4/11/2026,
782,42.8,gf,1.244,mm,OK,--,3:15:22 PM,4/11/2026,
783,42.4,gf,1.246,mm,OK,--,3:15:22 PM,4/11/2026,
784,42.7,gf,1.247,mm,OK,--,3:15:22 PM,4/11/2026,
785,43.1,gf,1.249,mm,OK,--,3:15:22 PM,4/11/2026,
786,42.2,gf,1.250,mm,OK,--,3:15:22 PM,4/11/2026,
787,43.3,gf,1.252,mm,OK,--,3:15:22 PM,4/11/2026,
788,43.4,gf,1.254,mm,OK,--,3:15:22 PM,4/11/2026,
789,43.4,gf,1.255,mm,OK,--,3:15:22 PM,4/11/2026,
790,42.6,gf,1.257,mm,OK,--,3:15:22 PM,4/11/2026,
791,43.4,gf,1.258,mm,OK,--,3:15:22 PM,4/11/2026,
792,42.6,gf,1.260,mm,OK,--,3:15:22 PM,4/11/2026,
793,43.2,gf,1.262,mm,OK,--,3:15:22 PM,4/11/2026,
794,43.1,gf,1.263,mm,OK,--,3:15:22 PM,4/11/2026,
795,42.7,gf,1.265,mm,OK,--,3:15:22 PM,4/11/2026,
796,42.7,gf,1.266,mm,OK,--,3:15:22 PM,4/11/2026,
797,43.1,gf,1.268,mm,OK,--,3:15:22 PM,4/11/2026,
798,43.6,gf,1.270,mm,OK,--,3:15:22 PM,4/11/2026,
799,43.1,gf,1.271,mm,OK,--,3:15:22 PM,4/11/2026,
800,42.7,gf,1.273,mm,OK,--,3:15:22 PM,4/11/2026,
801,43.3,gf,1.274,mm,OK,--,3:15:22 PM,4/11/2026,
802,42.7,gf,1.276,mm,OK,--,3:15:22 PM,4/11/2026,
803,42.9,gf,1.277,mm,OK,--,3:15:22 PM,4/11/2026,
804,43.4,gf,1.279,mm,OK,--,3:15:22 PM,4/11/2026,
805,43.4,gf,1.281,mm,OK,--,3:15:22 PM,4/11/2026,
806,43.6,gf,1.282,mm,OK,--,3:15:22 PM,4/11/2026,
807,43.6,gf,1.284,mm,OK,--,3:15:22 PM,4/11/2026,
808,43.2,gf,1.285,mm,OK,--,3:15:22 PM,4/11/2026,
809,43.5,gf,1.287,mm,OK,--,3:15:22 PM,4/11/2026,
810,43.0,gf,1.289,mm,OK,--,3:15:22 PM,4/11/2026,
811,42.9,gf,1.290,mm,OK,--,3:15:22 PM,4/11/2026,
812,43.1,gf,1.292,mm,OK,--,3:15:22 PM,4/11/2026,
813,44.0,gf,1.293,mm,OK,--,3:15:22 PM,4/11/2026,
814,43.0,gf,1.295,mm,OK,--,3:15:22 PM,4/11/2026,
815,43.9,gf,1.297,mm,OK,--,3:15:22 PM,4/11/2026,
816,44.2,gf,1.298,mm,OK,--,3:15:22 PM,4/11/2026,
817,43.8,gf,1.300,mm,OK,--,3:15:22 PM,4/11/2026,
818,43.3,gf,1.301,mm,OK,--,3:15:22 PM,4/11/2026,
819,44.1,gf,1.303,mm,OK,--,3:15:22 PM,4/11/2026,
820,44.2,gf,1.305,mm,OK,--,3:15:22 PM,4/11/2026,
821,44.3,gf,1.306,mm,OK,--,3:15:22 PM,4/11/2026,
822,43.5,gf,1.308,mm,OK,--,3:15:22 PM,4/11/2026,
823,43.5,gf,1.309,mm,OK,--,3:15:22 PM,4/11/2026,
824,44.2,gf,1.311,mm,OK,--,3:15:22 PM,4/11/2026,
825,44.0,gf,1.313,mm,OK,--,3:15:22 PM,4/11/2026,
826,43.8,gf,1.314,mm,OK,--,3:15:22 PM,4/11/2026,
827,43.8,gf,1.316,mm,OK,--,3:15:22 PM,4/11/2026,
828,43.6,gf,1.317,mm,OK,--,3:15:22 PM,4/11/2026,
829,44.5,gf,1.319,mm,OK,--,3:15:22 PM,4/11/2026,
830,43.8,gf,1.320,mm,OK,--,3:15:22 PM,4/11/2026,
831,43.5,gf,1.322,mm,OK,--,3:15:22 PM,4/11/2026,
832,43.8,gf,1.324,mm,OK,--,3:15:22 PM,4/11/2026,
833,44.2,gf,1.325,mm,OK,--,3:15:22 PM,4/11/2026,
834,43.8,gf,1.327,mm,OK,--,3:15:22 PM,4/11/2026,
835,44.1,gf,1.328,mm,OK,--,3:15:22 PM,4/11/2026,
836,44.5,gf,1.330,mm,OK,--,3:15:22 PM,4/11/2026,
837,44.2,gf,1.332,mm,OK,--,3:15:22 PM,4/11/2026,
838,44.2,gf,1.333,mm,OK,--,3:15:22 PM,4/11/2026,
839,43.7,gf,1.335,mm,OK,--,3:15:22 PM,4/11/2026,
840,44.0,gf,1.336,mm,OK,--,3:15:22 PM,4/11/2026,
841,44.2,gf,1.338,mm,OK,--,3:15:22 PM,4/11/2026,
842,44.2,gf,1.340,mm,OK,--,3:15:22 PM,4/11/2026,
843,44.3,gf,1.341,mm,OK,--,3:15:22 PM,4/11/2026,
844,44.3,gf,1.343,mm,OK,--,3:15:22 PM,4/11/2026,
845,44.4,gf,1.344,mm,OK,--,3:15:22 PM,4/11/2026,
846,44.5,gf,1.346,mm,OK,--,3:15:22 PM,4/11/2026,
847,44.4,gf,1.348,mm,OK,--,3:15:22 PM,4/11/2026,
848,44.7,gf,1.349,mm,OK,--,3:15:22 PM,4/11/2026,
849,44.6,gf,1.351,mm,OK,--,3:15:22 PM,4/11/2026,
850,44.0,gf,1.352,mm,OK,--,3:15:22 PM,4/11/2026,
851,44.7,gf,1.354,mm,OK,--,3:15:22 PM,4/11/2026,
852,44.5,gf,1.355,mm,OK,--,3:15:22 PM,4/11/2026,
853,44.1,gf,1.357,mm,OK,--,3:15:22 PM,4/11/2026,
854,44.2,gf,1.359,mm,OK,--,3:15:22 PM,4/11/2026,
855,44.2,gf,1.360,mm,OK,--,3:15:22 PM,4/11/2026,
856,44.2,gf,1.362,mm,OK,--,3:15:22 PM,4/11/2026,
857,45.2,gf,1.363,mm,OK,--,3:15:22 PM,4/11/2026,
858,44.7,gf,1.365,mm,OK,--,3:15:22 PM,4/11/2026,
859,45.3,gf,1.367,mm,OK,--,3:15:22 PM,4/11/2026,
860,44.9,gf,1.368,mm,OK,--,3:15:22 PM,4/11/2026,
861,45.3,gf,1.370,mm,OK,--,3:15:22 PM,4/11/2026,
862,44.5,gf,1.371,mm,OK,--,3:15:22 PM,4/11/2026,
863,45.4,gf,1.373,mm,OK,--,3:15:22 PM,4/11/2026,
864,44.4,gf,1.375,mm,OK,--,3:15:22 PM,4/11/2026,
865,45.3,gf,1.376,mm,OK,--,3:15:22 PM,4/11/2026,
866,45.5,gf,1.378,mm,OK,--,3:15:22 PM,4/11/2026,
867,44.4,gf,1.379,mm,OK,--,3:15:22 PM,4/11/2026,
868,45.2,gf,1.381,mm,OK,--,3:15:22 PM,4/11/2026,
869,45.5,gf,1.383,mm,OK,--,3:15:22 PM,4/11/2026,
870,45.3,gf,1.384,mm,OK,--,3:15:22 PM,4/11/2026,
871,44.9,gf,1.386,mm,OK,--,3:15:22 PM,4/11/2026,
872,44.9,gf,1.387,mm,OK,--,3:15:22 PM,4/11/2026,
873,45.0,gf,1.389,mm,OK,--,3:15:22 PM,4/11/2026,
874,44.6,gf,1.390,mm,OK,--,3:15:22 PM,4/11/2026,
875,44.7,gf,1.392,mm,OK,--,3:15:22 PM,4/11/2026,
876,45.6,gf,1.394,mm,OK,--,3:15:22 PM,4/11/2026,
877,45.4,gf,1.395,mm,OK,--,3:15:22 PM,4/11/2026,
878,45.4,gf,1.397,mm,OK,--,3:15:22 PM,4/11/2026,
879,45.7,gf,1.398,mm,OK,--,3:15:22 PM,4/11/2026,
880,45.8,gf,1.400,mm,OK,--,3:15:22 PM,4/11/2026,
881,45.3,gf,1.402,mm,OK,--,3:15:22 PM,4/11/2026,
882,45.9,gf,1.403,mm,OK,--,3:15:22 PM,4/11/2026,
883,45.3,gf,1.405,mm,OK,--,3:15:22 PM,4/11/2026,
884,45.7,gf,1.406,mm,OK,--,3:15:22 PM,4/11/2026,
885,45.1,gf,1.408,mm,OK,--,3:15:22 PM,4/11/2026,
886,45.5,gf,1.410,mm,OK,--,3:15:22 PM,4/11/2026,
887,45.2,gf,1.411,mm,OK,--,3:15:22 PM,4/11/2026,
888,45.7,gf,1.413,mm,OK,--,3:15:22 PM,4/11/2026,
889,45.8,gf,1.414,mm,OK,--,3:15:22 PM,4/11/2026,
890,46.0,gf,1.416,mm,OK,--,3:15:22 PM,4/11/2026,
891,45.5,gf,1.417,mm,OK,--,3:15:22 PM,4/11/2026,
892,45.3,gf,1.419,mm,OK,--,3:15:22 PM,4/11/2026,
893,46.0,gf,1.421,mm,OK,--,3:15:22 PM,4/11/2026,
894,45.6,gf,1.422,mm,OK,--,3:15:22 PM,4/11/2026,
895,46.2,gf,1.424,mm,OK,--,3:15:22 PM,4/11/2026,
896,46.0,gf,1.425,mm,OK,--,3:15:22 PM,4/11/2026,
897,45.4,gf,1.427,mm,OK,--,3:15:22 PM,4/11/2026,
898,45.9,gf,1.429,mm,OK,--,3:15:22 PM,4/11/2026,
899,46.1,gf,1.430,mm,OK,--,3:15:22 PM,4/11/2026,
900,46.2,gf,1.432,mm,OK,--,3:15:22 PM,4/11/2026,
901,45.3,gf,1.433,mm,OK,--,3:15:22 PM,4/11/2026,
902,46.5,gf,1.435,mm,OK,--,3:15:22 PM,4/11/2026,
903,46.0,gf,1.437,mm,OK,--,3:15:22 PM,4/11/2026,
904,45.8,gf,1.438,mm,OK,--,3:15:22 PM,4/11/2026,
905,45.7,gf,1.440,mm,OK,--,3:15:22 PM,4/11/2026,
906,46.5,gf,1.441,mm,OK,--,3:15:22 PM,4/11/2026,
907,46.6,gf,1.443,mm,OK,--,3:15:22 PM,4/11/2026,
908,45.7,gf,1.445,mm,OK,--,3:15:22 PM,4/11/2026,
909,46.3,gf,1.446,mm,OK,--,3:15:22 PM,4/11/2026,
910,46.2,gf,1.448,mm,OK,--,3:15:22 PM,4/11/2026,
911,46.1,gf,1.449,mm,OK,--,3:15:22 PM,4/11/2026,
912,46.2,gf,1.451,mm,OK,--,3:15:22 PM,4/11/2026,
913,45.8,gf,1.452,mm,OK,--,3:15:22 PM,4/11/2026,
914,46.3,gf,1.454,mm,OK,--,3:15:22 PM,4/11/2026,
915,46.8,gf,1.456,mm,OK,--,3:15:22 PM,4/11/2026,
916,46.4,gf,1.457,mm,OK,--,3:15:22 PM,4/11/2026,
917,46.8,gf,1.459,mm,OK,--,3:15:22 PM,4/11/2026,
918,45.8,gf,1.460,mm,OK,--,3:15:22 PM,4/11/2026,
919,46.4,gf,1.462,mm,OK,--,3:15:22 PM,4/11/2026,
920,46.1,gf,1.464,mm,OK,--,3:15:22 PM,4/11/2026,
921,46.3,gf,1.465,mm,OK,--,3:15:22 PM,4/11/2026,
922,45.9,gf,1.467,mm,OK,--,3:15:22 PM,4/11/2026,
923,46.3,gf,1.468,mm,OK,--,3:15:22 PM,4/11/2026,
924,46.6,gf,1.470,mm,OK,--,3:15:22 PM,4/11/2026,
925,46.4,gf,1.472,mm,OK,--,3:15:22 PM,4/11/2026,
926,46.3,gf,1.473,mm,OK,--,3:15:22 PM,4/11/2026,
927,46.9,gf,1.475,mm,OK,--,3:15:22 PM,4/11/2026,
928,46.2,gf,1.476,mm,OK,--,3:15:22 PM,4/11/2026,
929,47.0,gf,1.478,mm,OK,--,3:15:22 PM,4/11/2026,
930,46.7,gf,1.480,mm,OK,--,3:15:22 PM,4/11/2026,
931,47.1,gf,1.481,mm,OK,--,3:15:22 PM,4/11/2026,
932,46.7,gf,1.483,mm,OK,--,3:15:22 PM,4/11/2026,
933,46.9,gf,1.484,mm,OK,--,3:15:22 PM,4/11/2026,
934,46.8,gf,1.486,mm,OK,--,3:15:22 PM,4/11/2026,
935,47.1,gf,1.488,mm,OK,--,3:15:22 PM,4/11/2026,
936,46.9,gf,1.489,mm,OK,--,3:15:22 PM,4/11/2026,
937,46.3,gf,1.491,mm,OK,--,3:15:22 PM,4/11/2026,
938,47.2,gf,1.492,mm,OK,--,3:15:22 PM,4/11/2026,
939,46.3,gf,1.494,mm,OK,--,3:15:22 PM,4/11/2026,
940,46.4,gf,1.495,mm,OK,--,3:15:22 PM,4/11/2026,
941,47.4,gf,1.497,mm,OK,--,3:15:22 PM,4/11/2026,
942,47.5,gf,1.499,mm,OK,--,3:15:22 PM,4/11/2026,
943,46.8,gf,1.500,mm,OK,--,3:15:22 PM,4/11/2026,
944,47.0,gf,1.502,mm,OK,--,3:15:22 PM,4/11/2026,
945,46.7,gf,1.503,mm,OK,--,3:15:22 PM,4/11/2026,
946,46.5,gf,1.505,mm,OK,--,3:15:22 PM,4/11/2026,
947,47.0,gf,1.507,mm,OK,--,3:15:22 PM,4/11/2026,
948,47.1,gf,1.508,mm,OK,--,3:15:22 PM,4/11/2026,
949,47.0,gf,1.510,mm,OK,--,3:15:22 PM,4/11/2026,
950,46.6,gf,1.511,mm,OK,--,3:15:22 PM,4/11/2026,
951,47.2,gf,1.513,mm,OK,--,3:15:22 PM,4/11/2026,
952,47.4,gf,1.515,mm,OK,--,3:15:22 PM,4/11/2026,
953,46.7,gf,1.516,mm,OK,--,3:15:22 PM,4/11/2026,
954,47.5,gf,1.518,mm,OK,--,3:15:22 PM,4/11/2026,
955,47.1,gf,1.519,mm,OK,--,3:15:22 PM,4/11/2026,
956,47.8,gf,1.521,mm,OK,--,3:15:22 PM,4/11/2026,
957,47.7,gf,1.522,mm,OK,--,3:15:22 PM,4/11/2026,
958,47.1,gf,1.524,mm,OK,--,3:15:22 PM,4/11/2026,
959,47.3,gf,1.526,mm,OK,--,3:15:22 PM,4/11/2026,
960,47.0,gf,1.527,mm,OK,--,3:15:22 PM,4/11/2026,
961,47.5,gf,1.529,mm,OK,--,3:15:22 PM,4/11/2026,
962,47.9,gf,1.530,mm,OK,--,3:15:22 PM,4/11/2026,
963,47.1,gf,1.532,mm,OK,--,3:15:22 PM,4/11/2026,
964,47.5,gf,1.534,mm,OK,--,3:15:22 PM,4/11/2026,
965,48.0,gf,1.535,mm,OK,--,3:15:22 PM,4/11/2026,
966,48.1,gf,1.537,mm,OK,--,3:15:22 PM,4/11/2026,
967,47.7,gf,1.538,mm,OK,--,3:15:22 PM,4/11/2026,
968,47.2,gf,1.540,mm,OK,--,3:15:22 PM,4/11/2026,
969,47.2,gf,1.542,mm,OK,--,3:15:22 PM,4/11/2026,
970,47.8,gf,1.543,mm,OK,--,3:15:22 PM,4/11/2026,
971,47.3,gf,1.545,mm,OK,--,3:15:22 PM,4/11/2026,
972,47.7,gf,1.546,mm,OK,--,3:15:22 PM,4/11/2026,
973,48.0,gf,1.548,mm,OK,--,3:15:22 PM,4/11/2026,
974,47.3,gf,1.550,mm,OK,--,3:15:22 PM,4/11/2026,
975,48.4,gf,1.551,mm,OK,--,3:15:22 PM,4/11/2026,
976,48.3,gf,1.553,mm,OK,--,3:15:22 PM,4/11/2026,
977,47.8,gf,1.554,mm,OK,--,3:15:22 PM,4/11/2026,
978,47.9,gf,1.556,mm,OK,--,3:15:22 PM,4/11/2026,
979,47.5,gf,1.558,mm,OK,--,3:15:22 PM,4/11/2026,
980,48.0,gf,1.559,mm,OK,--,3:15:22 PM,4/11/2026,
981,48.6,gf,1.561,mm,OK,--,3:15:22 PM,4/11/2026,
982,48.2,gf,1.562,mm,OK,--,3:15:22 PM,4/11/2026,
983,47.5,gf,1.564,mm,OK,--,3:15:22 PM,4/11/2026,
984,48.4,gf,1.565,mm,OK,--,3:15:22 PM,4/11/2026,
985,48.7,gf,1.567,mm,OK,--,3:15:22 PM,4/11/2026,
986,48.1,gf,1.569,mm,OK,--,3:15:22 PM,4/11/2026,
987,47.9,gf,1.570,mm,OK,--,3:15:22 PM,4/11/2026,
988,48.7,gf,1.572,mm,OK,--,3:15:22 PM,4/11/2026,
989,48.2,gf,1.573,mm,OK,--,3:15:22 PM,4/11/2026,
990,47.9,gf,1.575,mm,OK,--,3:15:22 PM,4/11/2026,
991,48.7,gf,1.577,mm,OK,--,3:15:22 PM,4/11/2026,
992,48.6,gf,1.578,mm,OK,--,3:15:22 PM,4/11/2026,
993,48.3,gf,1.580,mm,OK,--,3:15:22 PM,4/11/2026,
994,48.1,gf,1.581,mm,OK,--,3:15:22 PM,4/11/2026,
995,47.9,gf,1.583,mm,OK,--,3:15:22 PM,4/11/2026,
996,48.2,gf,1.585,mm,OK,--,3:15:22 PM,4/11/2026,
997,48.4,gf,1.586,mm,OK,--,3:15:22 PM,4/11/2026,
998,49.0,gf,1.588,mm,OK,--,3:15:22 PM,4/11/2026,
999,48.5,gf,1.589,mm,OK,--,3:15:22 PM,4/11/2026,
1000,48.1,gf,1.591,mm,OK,--,3:15:22 PM,4/11/2026,
1001,48.2,gf,1.593,mm,OK,--,3:15:22 PM,4/11/2026,
1002,48.0,gf,1.594,mm,OK,--,3:15:22 PM,4/11/2026,
1003,48.9,gf,1.596,mm,OK,--,3:15:22 PM,4/11/2026,
1004,49.0,gf,1.597,mm,OK,--,3:15:22 PM,4/11/2026,
1005,48.8,gf,1.599,mm,OK,--,3:15:22 PM,4/11/2026,
1006,49.1,gf,1.600,mm,OK,--,3:15:22 PM,4/11/2026,
1007,48.4,gf,1.602,mm,OK,--,3:15:22 PM,4/11/2026,
1008,48.9,gf,1.604,mm,OK,--,3:15:22 PM,4/11/2026,
1009,48.2,gf,1.605,mm,OK,--,3:15:22 PM,4/11/2026,
1010,48.6,gf,1.607,mm,OK,--,3:15:22 PM,4/11/2026,
1011,48.5,gf,1.608,mm,OK,--,3:15:22 PM,4/11/2026,
1012,49.0,gf,1.610,mm,OK,--,3:15:22 PM,4/11/2026,
1013,49.2,gf,1.612,mm,OK,--,3:15:22 PM,4/11/2026,
1014,49.4,gf,1.613,mm,OK,--,3:15:22 PM,4/11/2026,
1015,48.9,gf,1.615,mm,OK,--,3:15:22 PM,4/11/2026,
1016,48.6,gf,1.616,mm,OK,--,3:15:22 PM,4/11/2026,
1017,49.0,gf,1.618,mm,OK,--,3:15:22 PM,4/11/2026,
1018,49.1,gf,1.620,mm,OK,--,3:15:22 PM,4/11/2026,
1019,48.5,gf,1.621,mm,OK,--,3:15:22 PM,4/11/2026,
1020,48.7,gf,1.623,mm,OK,--,3:15:22 PM,4/11/2026,
1021,49.2,gf,1.624,mm,OK,--,3:15:22 PM,4/11/2026,
1022,48.9,gf,1.626,mm,OK,--,3:15:22 PM,4/11/2026,
1023,48.6,gf,1.628,mm,OK,--,3:15:22 PM,4/11/2026,
1024,48.6,gf,1.629,mm,OK,--,3:15:22 PM,4/11/2026,
1025,48.8,gf,1.631,mm,OK,--,3:15:22 PM,4/11/2026,
1026,49.7,gf,1.632,mm,OK,--,3:15:22 PM,4/11/2026,
1027,49.5,gf,1.634,mm,OK,--,3:15:22 PM,4/11/2026,
1028,49.0,gf,1.635,mm,OK,--,3:15:22 PM,4/11/2026,
1029,49.2,gf,1.637,mm,OK,--,3:15:22 PM,4/11/2026,
1030,49.4,gf,1.639,mm,OK,--,3:15:22 PM,4/11/2026,
1031,49.9,gf,1.640,mm,OK,--,3:15:22 PM,4/11/2026,
1032,49.4,gf,1.642,mm,OK,--,3:15:22 PM,4/11/2026,
1033,49.4,gf,1.643,mm,OK,--,3:15:22 PM,4/11/2026,
1034,49.4,gf,1.645,mm,OK,--,3:15:22 PM,4/11/2026,
1035,49.8,gf,1.647,mm,OK,--,3:15:22 PM,4/11/2026,
1036,49.8,gf,1.648,mm,OK,--,3:15:22 PM,4/11/2026,
1037,49.2,gf,1.650,mm,OK,--,3:15:22 PM,4/11/2026,
1038,50.1,gf,1.651,mm,OK,--,3:15:22 PM,4/11/2026,
1039,49.6,gf,1.653,mm,OK,--,3:15:22 PM,4/11/2026,
1040,49.7,gf,1.655,mm,OK,--,3:15:22 PM,4/11/2026,
1041,49.2,gf,1.656,mm,OK,--,3:15:22 PM,4/11/2026,
1042,49.7,gf,1.658,mm,OK,--,3:15:22 PM,4/11/2026,
1043,49.6,gf,1.659,mm,OK,--,3:15:22 PM,4/11/2026,
1044,49.6,gf,1.661,mm,OK,--,3:15:22 PM,4/11/2026,
1045,49.6,gf,1.662,mm,OK,--,3:15:22 PM,4/11/2026,
1046,49.7,gf,1.664,mm,OK,--,3:15:22 PM,4/11/2026,
1047,49.4,gf,1.666,mm,OK,--,3:15:22 PM,4/11/2026,
1048,49.9,gf,1.667,mm,OK,--,3:15:22 PM,4/11/2026,
1049,49.4,gf,1.669,mm,OK,--,3:15:22 PM,4/11/2026,
1050,50.0,gf,1.670,mm,OK,--,3:15:22 PM,4/11/2026,
1051,50.3,gf,1.672,mm,OK,--,3:15:22 PM,4/11/2026,
1052,49.8,gf,1.674,mm,OK,--,3:15:22 PM,4/11/2026,
1053,50.5,gf,1.675,mm,OK,--,3:15:22 PM,4/11/2026,
1054,49.4,gf,1.677,mm,OK,--,3:15:22 PM,4/11/2026,
1055,49.5,gf,1.678,mm,OK,--,3:15:22 PM,4/11/2026,
1056,49.9,gf,1.680,mm,OK,--,3:15:22 PM,4/11/2026,
1057,50.5,gf,1.682,mm,OK,--,3:15:22 PM,4/11/2026,
1058,49.7,gf,1.683,mm,OK,--,3:15:22 PM,4/11/2026,
1059,49.7,gf,1.685,mm,OK,--,3:15:22 PM,4/11/2026,
1060,49.6,gf,1.686,mm,OK,--,3:15:22 PM,4/11/2026,
1061,50.4,gf,1.688,mm,OK,--,3:15:22 PM,4/11/2026,
1062,49.8,gf,1.690,mm,OK,--,3:15:22 PM,4/11/2026,
1063,50.3,gf,1.691,mm,OK,--,3:15:22 PM,4/11/2026,
1064,50.5,gf,1.693,mm,OK,--,3:15:22 PM,4/11/2026,
1065,50.0,gf,1.694,mm,OK,--,3:15:22 PM,4/11/2026,
1066,50.3,gf,1.696,mm,OK,--,3:15:22 PM,4/11/2026,
1067,50.4,gf,1.698,mm,OK,--,3:15:22 PM,4/11/2026,
1068,50.8,gf,1.699,mm,OK,--,3:15:22 PM,4/11/2026,
1069,50.5,gf,1.701,mm,OK,--,3:15:22 PM,4/11/2026,
1070,50.1,gf,1.702,mm,OK,--,3:15:22 PM,4/11/2026,
1071,50.1,gf,1.704,mm,OK,--,3:15:22 PM,4/11/2026,
1072,50.0,gf,1.705,mm,OK,--,3:15:22 PM,4/11/2026,
1073,50.7,gf,1.707,mm,OK,--,3:15:22 PM,4/11/2026,
1074,50.5,gf,1.709,mm,OK,--,3:15:22 PM,4/11/2026,
1075,50.9,gf,1.710,mm,OK,--,3:15:22 PM,4/11/2026,
1076,51.0,gf,1.712,mm,OK,--,3:15:22 PM,4/11/2026,
1077,50.8,gf,1.713,mm,OK,--,3:15:22 PM,4/11/2026,
1078,51.0,gf,1.715,mm,OK,--,3:15:22 PM,4/11/2026,
1079,51.1,gf,1.717,mm,OK,--,3:15:22 PM,4/11/2026,
1080,50.7,gf,1.718,mm,OK,--,3:15:22 PM,4/11/2026,
1081,50.6,gf,1.720,mm,OK,--,3:15:22 PM,4/11/2026,
1082,50.6,gf,1.721,mm,OK,--,3:15:22 PM,4/11/2026,
1083,51.3,gf,1.723,mm,OK,--,3:15:22 PM,4/11/2026,
1084,51.0,gf,1.725,mm,OK,--,3:15:22 PM,4/11/2026,
1085,50.7,gf,1.726,mm,OK,--,3:15:22 PM,4/11/2026,
1086,50.8,gf,1.728,mm,OK,--,3:15:22 PM,4/11/2026,
1087,51.4,gf,1.729,mm,OK,--,3:15:22 PM,4/11/2026,
1088,50.7,gf,1.731,mm,OK,--,3:15:22 PM,4/11/2026,
1089,50.7,gf,1.732,mm,OK,--,3:15:22 PM,4/11/2026,
1090,51.1,gf,1.734,mm,OK,--,3:15:22 PM,4/11/2026,
1091,50.7,gf,1.736,mm,OK,--,3:15:22 PM,4/11/2026,
1092,50.8,gf,1.737,mm,OK,--,3:15:22 PM,4/11/2026,
1093,50.8,gf,1.739,mm,OK,--,3:15:22 PM,4/11/2026,
1094,50.7,gf,1.740,mm,OK,--,3:15:22 PM,4/11/2026,
1095,50.7,gf,1.742,mm,OK,--,3:15:22 PM,4/11/2026,
1096,51.4,gf,1.744,mm,OK,--,3:15:22 PM,4/11/2026,
